Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
801,41000,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,70,50,110,52,605,67,17,37,119,30
435,41000,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,47,821,68,13,43,115,25
435,41000,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,60,40,100,45,777,67,12,43,112,24
435,41000,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,76,965,91,23,47,167,44
435,41000,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,51,311,68,16,25,119,43
435,41000,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,120,70,220,80,494,98,30,34,178,64
435,41000,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,49,241,72,15,34,121,38
435,41000,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,50,372,75,16,28,125,47
435,41000,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,40,0,110,93,840,40,28,-11,133,51
435,41000,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,44,261,63,40,-6,107,69
435,41000,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,37,195,51,12,11,88,40
435,41000,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,29,169,36,11,-8,65,44
925,41000,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,220,230,150,450,239,1464,239,66,148,478,91
805,41000,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,120,160,30,280,125,729,173,113,26,298,147
831,41000,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,240,320,220,560,252,1316,335,83,220,587,115
818,41000,West,Major Market,Amaretto,Beans,Coffee,California,Regular,150,-20,-70,130,123,964,-13,39,-76,110,63
209,41000,West,Major Market,Colombian,Beans,Coffee,California,Regular,350,540,400,890,284,2108,428,99,276,712,152
916,41000,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-50,-150,190,191,1564,-32,63,-141,159,109
408,41000,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,130,110,210,100,822,145,28,106,245,39
707,41000,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,170,230,170,400,209,969,247,64,162,456,85
805,41000,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,60,90,60,150,78,593,100,25,62,178,38
805,41000,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,90,80,150,91,777,132,25,96,223,36
530,41000,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,80,70,130,81,460,117,22,83,198,34
415,41000,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,70,40,110,68,559,102,22,48,170,54
775,41000,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,688,43,0,32,43,11
702,41000,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,19,820,28,5,11,47,17
775,41000,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,17,776,26,4,10,43,16
775,41000,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,35,197,44,13,-2,79,46
775,41000,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,964,33,8,4,61,29
775,41000,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,160,50,260,125,729,173,113,27,298,146
775,41000,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,240,160,400,191,865,265,63,156,456,109
702,41000,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,160,110,260,123,611,178,39,115,301,63
702,41000,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,230,160,390,252,1316,335,83,219,587,116
775,41000,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,170,110,320,239,1464,239,66,149,478,90
702,41000,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,260,3049,-260,98,-365,26,131
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
417,41091,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,40,0,140,120,1334,49,37,-12,169,61
636,41091,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,44,258,59,14,17,103,42
816,41091,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,30,40,0,70,40,219,49,15,1,89,48
816,41091,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,252,46,13,0,82,46
573,41091,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,60,40,100,35,894,52,9,32,87,20
314,41091,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,845,57,10,35,96,22
314,41091,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,70,40,130,60,1070,72,18,32,132,40
636,41091,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,613,93,28,31,169,62
740,41091,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,18,486,26,5,9,44,17
614,41091,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,40,40,50,23,868,34,6,16,57,18
740,41091,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,822,172,37,104,286,68
513,41091,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,120,170,110,290,141,692,195,43,128,336,67
216,41091,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1304,146,40,81,291,65
513,41091,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,30,130,51,419,64,19,11,115,53
614,41091,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,47,420,63,15,20,110,43
513,41091,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,432,51,10,18,85,33
330,41091,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,50,0,90,39,517,56,36,-9,95,65
920,41091,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,40,90,39,380,65,12,29,104,36
262,41091,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,70,60,120,59,870,85,16,58,144,27
920,41091,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,462,54,11,21,90,33
608,41091,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,50,0,90,47,622,66,42,-6,113,72
608,41091,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,130,90,220,86,1081,103,26,56,189,47
920,41091,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,50,587,65,16,36,115,29
920,41091,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,403,74,22,18,133,56
262,41091,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,130,180,60,310,124,717,173,112,32,297,141
920,41091,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,130,80,230,97,575,130,32,71,227,59
303,41122,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,130,80,250,145,1292,146,40,82,291,64
970,41122,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,40,0,70,37,513,52,33,-10,89,62
303,41122,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,30,60,30,90,46,415,62,15,20,108,42
720,41122,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,50,10,90,49,414,60,18,9,109,51
970,41122,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,30,50,20,80,41,1046,50,12,16,91,34
719,41122,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,80,50,130,68,587,87,22,53,155,34
720,41122,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,110,170,130,280,100,598,145,28,105,245,40
719,41122,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,52,662,79,17,30,131,49
719,41122,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,200,160,330,132,994,191,36,144,323,47
720,41122,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,941,178,34,133,301,45
719,41122,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,50,70,50,120,52,554,68,17,39,120,29
630,41122,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,941,178,34,132,301,46
847,41122,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,60,40,100,52,554,68,17,39,120,29
309,41122,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,110,170,140,280,132,994,191,36,143,323,48
217,41122,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,130,100,210,100,598,145,28,105,245,40
618,41122,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,52,662,79,17,30,131,49
630,41122,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,340,470,340,810,295,1714,392,97,262,687,130
847,41122,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,320,220,620,266,1797,266,74,167,532,99
630,41122,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,230,170,390,154,817,222,49,150,376,72
847,41122,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,290,190,490,196,1167,271,64,163,467,108
712,41122,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,350,250,600,295,1714,392,97,262,687,130
712,41122,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,200,150,330,154,817,222,49,151,376,71
515,41122,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,240,150,460,266,1797,266,74,167,532,99
515,41122,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,240,310,180,550,284,1809,348,107,207,632,141
712,41122,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,806,35,6,18,58,17
515,41122,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,516,43,0,31,43,12
563,41122,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,40,50,20,90,41,1007,49,12,15,90,34
641,41122,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,14,602,18,4,1,32,17
641,41122,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,25,851,38,7,19,63,19
314,41122,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,80,20,130,63,332,88,57,2,151,86
573,41122,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,20,-20,120,120,1439,19,37,-41,139,60
816,41122,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,45,253,60,14,19,105,41
660,41122,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,215,36,11,-9,65,45
417,41122,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,38,248,48,14,1,86,47
314,41122,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,30,60,40,90,34,890,49,9,29,83,20
417,41122,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,841,48,8,28,80,20
417,41122,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,90,40,160,72,606,88,27,27,160,61
816,41122,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,50,60,30,110,50,1064,60,15,24,110,36
567,41122,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,16,484,25,4,9,41,16
330,41122,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,22,865,33,6,16,55,17
234,41122,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,810,172,37,103,286,69
330,41122,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,150,100,240,116,678,161,35,103,277,58
513,41122,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1292,146,40,81,291,65
937,41122,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,70,20,120,49,414,60,18,8,109,52
234,41122,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,46,415,62,15,19,108,43
234,41122,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,428,51,10,19,85,32
614,41122,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,30,60,10,90,37,513,52,33,-11,89,63
715,41122,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,47,366,79,14,41,126,38
262,41122,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,80,70,130,63,864,91,17,63,154,28
920,41122,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,458,54,11,20,90,34
715,41122,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,30,60,10,90,44,617,61,39,-7,105,68
920,41122,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,110,150,100,260,103,1073,123,31,70,226,53
262,41122,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,50,30,80,30,581,39,9,18,69,21
715,41122,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,80,30,140,63,397,77,23,21,140,56
608,41122,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,140,190,60,330,133,705,184,120,35,317,149
414,41122,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,140,90,240,99,565,132,32,73,231,59
970,41153,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,140,90,270,155,1280,155,43,87,310,68
970,41153,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,509,74,47,-2,126,76
720,41153,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,53,410,72,17,27,125,45
970,41153,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,10,80,45,409,57,17,7,102,50
720,41153,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,51,1042,62,15,25,113,37
970,41153,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,70,50,120,61,579,79,20,47,140,32
303,41153,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,588,118,22,84,199,34
303,41153,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,110,60,170,60,656,90,19,39,150,51
970,41153,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,928,179,34,134,302,45
970,41153,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,60,70,50,130,58,548,74,19,42,132,32
970,41153,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,150,120,250,100,981,145,28,106,245,39
708,41153,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,928,179,34,133,302,46
630,41153,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,70,50,110,58,548,74,19,43,132,31
773,41153,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,100,981,145,28,106,245,39
815,41153,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,588,118,22,84,199,34
773,41153,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,40,130,60,656,90,19,40,150,50
618,41153,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,400,280,690,253,1686,336,83,220,589,116
312,41153,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,280,300,210,580,249,1775,249,69,155,498,94
309,41153,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,170,230,140,400,162,1148,225,53,129,387,96
708,41153,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,120,190,140,310,122,801,176,39,115,298,61
712,41153,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,253,1686,336,83,220,589,116
563,41153,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,122,801,176,39,115,298,61
641,41153,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,210,220,140,430,249,1775,249,69,155,498,94
712,41153,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,250,340,210,590,302,1783,370,114,223,672,147
515,41153,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,803,35,6,18,58,17
319,41153,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,473,43,0,32,43,11
319,41153,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,30,20,50,19,848,29,5,13,48,16
319,41153,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,33,1003,39,10,7,72,32
563,41153,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,15,600,20,4,3,35,17
636,41153,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,325,62,40,-7,106,69
660,41153,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,20,-10,100,104,1574,11,32,-44,115,55
314,41153,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,39,248,52,12,13,91,39
314,41153,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,20,-10,40,24,212,30,9,-12,54,42
573,41153,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,50,10,80,40,244,51,15,2,91,49
816,41153,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,70,50,120,44,886,64,12,41,108,23
417,41153,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,837,47,8,27,79,20
314,41153,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,80,30,150,67,599,83,25,25,150,58
314,41153,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,50,140,62,1059,74,19,34,136,40
937,41153,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,20,482,30,5,14,50,16
419,41153,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,29,862,43,8,23,72,20
440,41153,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,80,130,70,210,99,798,150,32,87,249,63
513,41153,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,80,120,80,200,96,666,134,29,81,230,53
513,41153,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,190,130,360,155,1280,155,43,87,310,68
567,41153,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,70,30,120,45,409,57,17,6,102,51
614,41153,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,53,410,72,17,28,125,44
419,41153,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,43,424,64,13,29,107,35
234,41153,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,509,74,47,-3,126,77
920,41153,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,90,70,130,57,349,94,17,53,151,41
608,41153,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,60,110,51,857,75,14,50,126,25
920,41153,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,60,30,90,46,454,67,14,31,113,36
715,41153,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,62,612,87,56,2,149,85
414,41153,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,120,80,210,83,1063,99,25,53,182,46
608,41153,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,50,30,80,33,577,43,10,21,76,22
414,41153,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,70,80,30,150,67,391,82,25,23,149,59
414,41153,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,40,230,93,692,130,84,16,223,114
262,41153,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,90,110,70,200,85,555,114,28,58,199,56
720,41183,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,90,80,140,90,572,115,29,74,205,41
719,41183,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,110,260,161,1267,161,45,92,322,69
